last_updated,requisition_id,job_id,job_title,agency,client,location,pay_rate_min,pay_rate_max,pay_type,rsvps,target_rsvps,status
2026-05-27T23:03:20.927280-05:00,FLEX-25967,10139763829,Loader / Crew,Indeed,CORT,"Woodbridge, IL",18.0,18.0,PayType.HOURLY,0,200,auto-paused
2026-05-27T23:03:20.843085-05:00,FLEX-25966,10139763827,Loader / Crew,Indeed,CORT,"Woodbridge, IL",18.0,18.0,PayType.HOURLY,0,200,auto-paused
2026-05-27T23:03:20.749831-05:00,FLEX-25965,10139763828,Loader / Crew,Indeed,CORT,"Woodbridge, IL",18.0,18.0,PayType.HOURLY,101,200,auto-paused
2026-05-19T15:51:32.463780-05:00,FLEX-25961,10139754522,Forklift Driver,Indeed,CTDI,"Monroe, OH",18.0,18.0,PayType.HOURLY,0,100,open
2026-05-19T15:51:32.369542-05:00,FLEX-25960,10139754520,Forklift Driver,Indeed,CTDI,"Monroe, OH",18.0,18.0,PayType.HOURLY,0,100,open
2026-05-19T15:51:32.273689-05:00,FLEX-25959,10139753649,Forklift Driver,Indeed,CTDI,"Monroe, OH",18.0,18.0,PayType.HOURLY,16,100,open
2026-05-19T15:51:32.191369-05:00,FLEX-25958,10139746539,Material Handler,Indeed,CTDI,"Monroe, OH",15.0,16.0,PayType.HOURLY,0,200,open
2026-05-19T15:51:30.822615-05:00,FLEX-25957,10139746533,Material Handler,Indeed,CTDI,"Monroe, OH",15.0,16.0,PayType.HOURLY,0,100,open
2026-05-19T15:51:32.099435-05:00,FLEX-25956,10139740547,Material Handler,Indeed,CTDI,"Monroe, OH",15.0,16.0,PayType.HOURLY,18,200,open
2026-05-19T15:21:54.111988-05:00,FLEX-25935,10139695857,Warehouse Operative,Indeed,Cort Housewares,"Fairfield, OH",16.5,16.5,PayType.HOURLY,0,140,open
2026-05-19T15:21:54.015950-05:00,FLEX-25934,10139695856,Warehouse Operative,Indeed,Cort Housewares,"Fairfield, OH",16.5,16.5,PayType.HOURLY,0,140,open
2026-05-19T15:21:53.905177-05:00,FLEX-25933,10139695858,Warehouse Operative,Indeed,Cort Housewares,"Fairfield, OH",16.5,16.5,PayType.HOURLY,0,140,open
2026-05-19T15:21:53.811490-05:00,FLEX-25932,10139695855,Warehouse Operative,Indeed,Cort Housewares,"Fairfield, OH",16.5,16.5,PayType.HOURLY,52,140,open
2026-05-19T15:21:53.721482-05:00,FLEX-25925,10139687663,Dishwasher,Indeed,Legends Hospitality,"Dallas, TX",17.0,19.0,PayType.HOURLY,0,260,open
2026-05-19T15:21:53.619053-05:00,FLEX-25924,10139687664,Dishwasher,Indeed,Legends Hospitality,"Dallas, TX",17.0,19.0,PayType.HOURLY,0,260,open
2026-05-19T15:21:53.527001-05:00,FLEX-25923,10139687665,Dishwasher,Indeed,Legends Hospitality,"Dallas, TX",17.0,19.0,PayType.HOURLY,27,260,open
2026-05-26T13:16:07.231491-05:00,FLEX-25873,10136248184,Warehouse Operative,Indeed,OnTrac Final Mile,"South Brunswick, NJ",17.5,17.5,PayType.HOURLY,0,100,open
2026-05-26T13:16:40.903113-05:00,FLEX-25872,10136239191,Warehouse Operative,Indeed,OnTrac Final Mile,"South Brunswick, NJ",17.5,17.5,PayType.HOURLY,0,100,open
2026-05-26T13:16:56.832437-05:00,FLEX-25871,10136236337,Warehouse Operative,Indeed,OnTrac Final Mile,"South Brunswick, NJ",17.5,17.5,PayType.HOURLY,0,100,open
2026-05-26T13:17:15.146607-05:00,FLEX-25870,10136232620,Warehouse Operative,Indeed,OnTrac Final Mile,"South Brunswick, NJ",17.5,17.5,PayType.HOURLY,44,100,open
2026-05-15T12:21:42.723339-05:00,FLEX-25869,10136120236,Server,Indeed,Pear Tree Catering ,"Lake Forest, IL",20.0,20.0,PayType.HOURLY,1,30,auto-paused
2026-05-15T16:02:58.867055-05:00,FLEX-25868,10136118016,Server,Indeed,Pear Tree Catering ,"Lake Forest, IL",20.0,20.0,PayType.HOURLY,1,30,auto-paused
2026-05-15T16:02:58.688168-05:00,FLEX-25867,10136114392,Server,Indeed,Pear Tree Catering ,"Lake Forest, IL",20.0,20.0,PayType.HOURLY,1,100,auto-paused
2026-05-14T13:43:57.885691-05:00,FLEX-25848,10134889237,Barista,Indeed,Merritt Hospitality LLC,"Hapeville, GA",14.5,14.5,PayType.HOURLY,17,200,open
2026-05-13T17:52:20.118490-05:00,FLEX-25829,10133875258,Server,Indeed,Indeed Flex Applications,"Atlanta, GA",17.0,17.0,PayType.HOURLY,82,200,open
2026-05-13T17:12:21.605144-05:00,FLEX-25828,10133872862,Bartender,Indeed,Merritt Hospitality LLC,"Atlanta, GA",17.0,20.0,PayType.HOURLY,15,60,open
2026-05-27T17:37:44.512777-05:00,FLEX-25667,10126923573,Warehouse Operative,Indeed,OnTrac Final Mile,"Lebanon, TN",18.0,18.0,PayType.HOURLY,28,100,open
2026-05-27T17:37:35.729686-05:00,FLEX-25666,10126921661,Warehouse Operative,Indeed,OnTrac Final Mile,"Lebanon, TN",18.0,18.0,PayType.HOURLY,24,100,open
2026-05-15T12:30:07.522606-05:00,FLEX-25558,10123790496,Warehouse Operative,Indeed,OnTrac Final Mile,"Middleburg Heights, OH",17.0,20.0,PayType.HOURLY,0,100,open
2026-05-15T12:30:26.193595-05:00,FLEX-25554,10123789761,Warehouse Operative,Indeed,OnTrac Final Mile,"Middleburg Heights, OH",17.0,20.0,PayType.HOURLY,89,100,open
2026-05-15T14:42:39.974674-05:00,FLEX-25261,10114817388,Material Handler,Indeed,CTDI,"Grove City, OH",15.0,15.0,PayType.HOURLY,181,300,open
2026-05-27T23:03:20.651990-05:00,FLEX-25230,10113574565,Prep Cook,Indeed,Levy Restaurants,"Chicago, IL",17.0,20.0,PayType.HOURLY,144,,auto-paused
2026-05-08T14:18:07.537324-05:00,FLEX-25229,10113574200,Line Cook,Indeed,"Bon Appetit Management Company, Inc","Chicago, IL",16.0,20.0,PayType.HOURLY,24,22,auto-paused
2026-05-27T23:03:21.360964-05:00,FLEX-25228,10113573405,Server,Indeed,Levy Restaurants,"Chicago, IL",16.0,20.0,PayType.HOURLY,8,40,auto-paused
2026-05-12T10:17:18.134115-05:00,FLEX-25227,10113571921,Dishwasher,Indeed,Levy Restaurants,"Chicago, IL",17.0,18.0,PayType.HOURLY,51,50,auto-paused
2026-05-27T23:03:21.277566-05:00,FLEX-25225,10113564415,Server,Indeed,Levy Restaurants,"Chicago, IL",16.0,20.0,PayType.HOURLY,39,40,auto-paused
2026-04-26T17:21:35.420910-05:00,FLEX-25222,10113549624,Prep Cook,Indeed,Levy Restaurants,"Dallas, TX",18.0,18.0,PayType.HOURLY,29,100,open
2026-05-28T08:32:16.961939-05:00,FLEX-25220,10113549187,Dishwasher,Indeed,Legends Hospitality,"Dallas, TX",17.0,19.0,PayType.HOURLY,261,260,auto-paused
2026-05-15T14:35:35.103927-05:00,FLEX-25035,10106963873,Loader / Crew,Indeed,CORT,"Nashville , TN",17.0,17.0,PayType.HOURLY,200,300,open
2026-04-23T18:45:13.549120-05:00,FLEX-25030,10106617372,Line Cook,Indeed,Legends Hospitality,"Dallas , TX",17.0,17.0,PayType.HOURLY,24,100,open
2026-05-01T15:02:59.490109-05:00,FLEX-24965,10102273885,Interview,Indeed,"Stord, Inc",,16.0,18.0,PayType.HOURLY,0,,open
2026-05-07T14:32:02.314244-05:00,FLEX-24964,10102227606,Loader / Crew,Indeed,Levy Restaurants,"Chicago, IL",18.5,19.0,PayType.HOURLY,22,,auto-paused
2026-05-11T09:54:31.721213-05:00,FLEX-24783,10096987454,Line Cook,Indeed,Indeed Flex Upskilling,"Dallas, TX",18.0,20.0,PayType.HOURLY,100,100,auto-paused
2026-05-25T23:22:23.583846-05:00,FLEX-24637,10091799931,Server,Indeed,Levy Restaurants,"Chicago, IL",16.0,20.0,PayType.HOURLY,81,80,auto-paused
2026-04-08T16:24:07.540601-05:00,FLEX-24570,10088422685,Server,Indeed,Levy Restaurants,"Dallas, TX",18.0,25.0,PayType.HOURLY,70,,open
2026-05-27T23:03:21.453455-05:00,FLEX-24484,10082904132,Warehouse Operative,Indeed,Indeed Flex Applications,"Romeoville, IL",18.9,18.9,PayType.HOURLY,203,300,auto-paused
2026-05-15T12:31:40.526755-05:00,FLEX-24329,10074423786,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,181,200,open
2026-05-01T14:51:50.132911-05:00,FLEX-23943,10057860091,Picker Packer,Indeed,Indeed Flex Applications,,14.0,18.0,PayType.HOURLY,27,,open
2026-05-01T15:02:59.105557-05:00,FLEX-23942,10057858540,Interview,Indeed,Indeed Flex Applications,,14.0,18.0,PayType.HOURLY,23,,open
2026-05-26T01:22:16.923898-05:00,FLEX-22746,9977268336,Line Cook,Indeed,Indeed Flex Upskilling,"Atlanta, GA",18.0,20.0,PayType.HOURLY,443,,auto-paused
2026-05-26T01:22:16.712003-05:00,FLEX-22745,9977267812,Server,Indeed,Indeed Flex Upskilling,"Atlanta, GA",18.0,22.0,PayType.HOURLY,833,,auto-paused
2026-05-26T01:22:16.362819-05:00,FLEX-22743,9977198693,Prep Cook,Indeed,Indeed Flex Upskilling,"Dallas, TX",18.0,20.0,PayType.HOURLY,397,,auto-paused
