last_updated,requisition_id,job_id,job_title,agency,client,location,pay_rate_min,pay_rate_max,pay_type,rsvps,target_rsvps,status
2026-05-31T23:44:34.970886-05:00,FLEX-26286,10152214893,Warehouse Operative,Indeed,OnTrac Final Mile,"Groveport, OH",18.0,18.0,PayType.HOURLY,0,140,draft
2026-05-31T23:44:27.181612-05:00,FLEX-26277,10152214900,Cleaner,Indeed,Indeed Flex Applications,"Atlanta, GA",16.0,16.0,PayType.HOURLY,0,40,draft
2026-05-29T00:08:35.902549-05:00,FLEX-26235,10149392252,Warehouse Operative,Indeed,Mattress Firm,"Louisville, KY",17.0,17.0,PayType.HOURLY,0,80,draft
2026-05-29T00:08:45.543856-05:00,FLEX-26225,10149392258,Line Cook,Indeed,Legends Hospitality,"Irving, TX",17.0,17.0,PayType.HOURLY,0,220,draft
2026-05-29T00:08:13.657238-05:00,FLEX-26222,10149391465,Assembler,Indeed,Indeed Flex Applications,"West Chester Oh, OH",16.5,17.0,PayType.HOURLY,0,80,draft
2026-05-28T00:07:20.847084-05:00,FLEX-26194,10147939431,Warehouse Operative,Indeed,KEX Express (US) LLC,"Bensenville, IL",12.0,12.0,PayType.HOURLY,0,120,draft
2026-05-26T23:57:34.394023-05:00,FLEX-26148,10146373525,FM General Labor,Indeed,"Stord, Inc","North Las Vegas, NV",16.25,16.25,PayType.HOURLY,0,40,draft
2026-05-26T23:57:33.710788-05:00,FLEX-26146,10146372662,Dishwasher,Indeed,Indeed Flex Applications,"Austin, TX",16.0,18.0,PayType.HOURLY,0,60,draft
2026-05-26T23:57:34.382735-05:00,FLEX-26142,10146372665,Warehouse Operative,Indeed,Indeed Flex Applications,"Fort Mill, SC",18.0,18.0,PayType.HOURLY,0,60,draft
2026-05-26T23:57:44.301849-05:00,FLEX-26140,10146372670,Warehouse Operative,Indeed,Indeed Flex Applications,"Hamilton Township, NJ",18.0,18.0,PayType.HOURLY,0,60,draft
2026-05-26T23:57:47.520731-05:00,FLEX-26137,10146372654,Server,Indeed,Indeed Flex Applications,"Austin, TX",12.0,17.0,PayType.HOURLY,0,40,draft
2026-05-26T23:57:47.539343-05:00,FLEX-26116,10146372674,Warehouse Operative,Indeed,Indeed Flex Applications,"Austin, TX",18.0,18.0,PayType.HOURLY,0,80,draft
2026-05-21T23:58:04.660465-05:00,FLEX-26023,10142491459,Warehouse Operative,Indeed,"Stord, Inc","Hebron, KY",15.5,15.5,PayType.HOURLY,0,60,draft
2026-05-20T00:25:10.694665-05:00,FLEX-25975,10140123313,Bartender,Indeed,Indeed Flex Applications,"Chicago, IL",18.0,22.0,PayType.HOURLY,0,180,draft
2026-05-10T23:53:39.897434-05:00,FLEX-25703,10129549881,Busser,Indeed,Indeed Flex Applications,"Chicago, IL",18.0,18.0,PayType.HOURLY,0,60,draft
2026-06-16T18:52:33.998140-05:00,FLEX-26834,10170551014,Warehouse Operative,Indeed,Indeed Flex Applications,"Naperville, IL",19.0,19.0,PayType.HOURLY,0,50,auto-paused
2026-06-16T17:51:52.245747-05:00,FLEX-26833,10170506940,Bartender,Indeed,DC Flex,"Washington, DC",28.0,28.0,PayType.HOURLY,0,60,open
2026-06-16T17:51:52.129234-05:00,FLEX-26832,10170506943,Bartender,Indeed,DC Flex,"Washington, DC",28.0,28.0,PayType.HOURLY,0,60,open
2026-06-16T17:44:51.809273-05:00,FLEX-26831,10170506939,Bartender,Indeed,DC Flex,"Washington, DC",28.0,28.0,PayType.HOURLY,0,60,auto-paused
2026-06-17T08:49:44.864716-05:00,FLEX-26830,10170504408,Hospitality General Labor,Indeed,"Bon Appetit Management Company, Inc","Chicago, IL",18.0,24.0,PayType.HOURLY,0,,paused
2026-06-16T17:32:50.719326-05:00,FLEX-26829,10170489734,Loader / Crew,Indeed,CORT,"Washington, DC, WA",17.0,17.0,PayType.HOURLY,0,200,open
2026-06-16T17:32:50.602836-05:00,FLEX-26828,10170489733,Loader / Crew,Indeed,CORT,"Washington, DC, WA",17.0,17.0,PayType.HOURLY,0,200,open
2026-06-16T17:32:50.504404-05:00,FLEX-26827,10170489730,Loader / Crew,Indeed,CORT,"Washington, DC, WA",17.0,17.0,PayType.HOURLY,0,200,open
2026-06-16T17:32:50.325393-05:00,FLEX-26826,10170489731,Loader / Crew,Indeed,CORT,"Washington, DC, WA",17.0,17.0,PayType.HOURLY,0,200,open
2026-06-16T17:32:50.175224-05:00,FLEX-26825,10170489732,Loader / Crew,Indeed,CORT,"Washington, DC, WA",17.0,17.0,PayType.HOURLY,7,200,open
2026-06-16T16:21:55.620619-05:00,FLEX-26824,10170443351,Picker Packer,Indeed,"Stord, Inc","Dallas, TX",15.5,15.5,PayType.HOURLY,0,,open
2026-06-16T16:21:55.462753-05:00,FLEX-26823,10170442110,Picker Packer,Indeed,"Stord, Inc","Dallas, TX",15.5,15.5,PayType.HOURLY,0,,open
2026-06-16T16:21:55.295399-05:00,FLEX-26822,10170439834,Picker Packer,Indeed,"Stord, Inc","Dallas, TX",15.5,15.5,PayType.HOURLY,10,,open
2026-06-16T16:03:05.381823-05:00,FLEX-26821,10170429680,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,0,100,open
2026-06-16T16:03:05.160696-05:00,FLEX-26820,10170429685,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,0,100,open
2026-06-16T16:03:04.895614-05:00,FLEX-26819,10170429677,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,0,200,open
2026-06-16T16:03:04.575491-05:00,FLEX-26818,10170429679,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,5,200,open
2026-06-16T16:03:04.191517-05:00,FLEX-26817,10170429676,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,0,200,open
2026-06-16T16:03:03.829725-05:00,FLEX-26816,10170429682,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,2,200,open
2026-06-16T16:03:03.485367-05:00,FLEX-26815,10170429681,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,0,200,open
2026-06-16T16:03:10.312204-05:00,FLEX-26814,10170426567,Warehouse Operative,Indeed,OnTrac Final Mile,"Logan Township, NJ",21.0,21.0,PayType.HOURLY,0,200,open
2026-06-16T16:03:10.043014-05:00,FLEX-26813,10170426561,Warehouse Operative,Indeed,OnTrac Final Mile,"Logan Township, NJ",21.0,21.0,PayType.HOURLY,6,320,open
2026-06-16T16:03:09.792090-05:00,FLEX-26812,10170426566,Warehouse Operative,Indeed,OnTrac Final Mile,"Logan Township, NJ",21.0,21.0,PayType.HOURLY,0,320,open
2026-06-16T16:03:09.537254-05:00,FLEX-26811,10170426562,Warehouse Operative,Indeed,OnTrac Final Mile,"Logan Township, NJ",21.0,21.0,PayType.HOURLY,0,320,open
2026-06-16T16:03:09.290145-05:00,FLEX-26810,10170426569,Warehouse Operative,Indeed,OnTrac Final Mile,"Logan Township, NJ",21.0,21.0,PayType.HOURLY,0,320,open
2026-06-16T16:03:09.011712-05:00,FLEX-26809,10170426559,Warehouse Operative,Indeed,OnTrac Final Mile,"Logan Township, NJ",21.0,21.0,PayType.HOURLY,0,320,open
2026-06-16T16:03:08.750601-05:00,FLEX-26808,10170426560,Warehouse Operative,Indeed,OnTrac Final Mile,"Logan Township, NJ",21.0,21.0,PayType.HOURLY,2,320,open
2026-06-16T16:03:08.552830-05:00,FLEX-26807,10170422013,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.25,16.25,PayType.HOURLY,0,320,open
2026-06-16T16:03:08.366152-05:00,FLEX-26806,10170422017,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.25,16.25,PayType.HOURLY,13,320,open
2026-06-16T16:03:08.101641-05:00,FLEX-26805,10170422014,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.25,16.25,PayType.HOURLY,0,320,open
2026-06-16T16:03:07.888295-05:00,FLEX-26804,10170422015,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.26,16.26,PayType.HOURLY,1,320,open
2026-06-16T16:03:07.669844-05:00,FLEX-26803,10170422018,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.25,16.25,PayType.HOURLY,0,320,open
2026-06-16T16:03:07.353365-05:00,FLEX-26802,10170422016,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.25,16.25,PayType.HOURLY,0,320,open
2026-06-16T14:51:51.419976-05:00,FLEX-26801,10170309195,Loader / Crew,Indeed,CORT,"Las Vegas, NV",16.0,16.0,PayType.HOURLY,0,140,open
2026-06-16T14:51:51.301003-05:00,FLEX-26800,10170309197,Loader / Crew,Indeed,CORT,"Las Vegas, NV",16.0,16.0,PayType.HOURLY,6,500,open
2026-06-16T14:51:51.174142-05:00,FLEX-26799,10170309199,Loader / Crew,Indeed,CORT,"Las Vegas, NV",16.0,16.0,PayType.HOURLY,0,500,open
2026-06-16T14:51:51.043802-05:00,FLEX-26798,10170309198,Loader / Crew,Indeed,CORT,"Las Vegas, NV",16.0,16.0,PayType.HOURLY,0,140,open
2026-06-16T14:51:49.514401-05:00,FLEX-26797,10170303509,Loader / Crew,Indeed,CORT,"Orlando, FL",16.5,16.5,PayType.HOURLY,0,200,open
2026-06-16T14:51:49.375813-05:00,FLEX-26796,10170303508,Loader / Crew,Indeed,CORT,"Orlando, FL",16.5,16.5,PayType.HOURLY,0,200,open
2026-06-16T14:51:49.136865-05:00,FLEX-26795,10170303510,Loader / Crew,Indeed,CORT,"Orlando, FL",16.5,16.5,PayType.HOURLY,0,200,open
2026-06-16T14:51:48.989635-05:00,FLEX-26794,10170303507,Loader / Crew,Indeed,CORT,"Orlando, FL",16.5,16.5,PayType.HOURLY,0,200,open
2026-06-16T14:51:48.809803-05:00,FLEX-26793,10170303506,Loader / Crew,Indeed,CORT,"Orlando, FL",16.5,16.5,PayType.HOURLY,4,200,open
2026-06-16T13:11:51.041355-05:00,FLEX-26792,10170153395,Picker Packer,Indeed,Indeed Flex Applications,"Reno, NV",19.5,21.5,PayType.HOURLY,0,,open
2026-06-16T13:11:50.909775-05:00,FLEX-26791,10170152122,Picker Packer,Indeed,Indeed Flex Applications,"Reno, NV",19.5,21.5,PayType.HOURLY,0,,open
2026-06-16T13:11:50.735658-05:00,FLEX-26790,10170150472,Picker Packer,Indeed,Indeed Flex Applications,"Reno, NV",19.5,21.5,PayType.HOURLY,0,,open
2026-06-16T11:15:19.463381-05:00,FLEX-26789,10170048959,Assembler,Indeed,AFC Industries,"West Chester , OH",14.0,14.0,PayType.HOURLY,0,80,auto-paused
2026-06-16T11:15:18.294272-05:00,FLEX-26788,10170048257,Forklift Driver,Indeed,AFC Industries,"West Chester, OH",16.5,16.5,PayType.HOURLY,0,60,auto-paused
2026-06-15T12:04:01.593795-05:00,FLEX-26760,10168780533,Warehouse Operative,Indeed,Indeed Flex Applications,"Hightstown, NJ",19.5,19.5,PayType.HOURLY,0,100,open
2026-06-15T12:04:01.406832-05:00,FLEX-26759,10168779458,Warehouse Operative,Indeed,Indeed Flex Applications,"Monroe Township, NJ",19.5,19.5,PayType.HOURLY,0,100,open
2026-06-15T11:21:38.137788-05:00,FLEX-26758,10168777715,Warehouse Operative,Indeed,Indeed Flex Applications,"Monroe Township, NJ",19.5,19.5,PayType.HOURLY,6,100,open
2026-06-15T11:21:37.950186-05:00,FLEX-26757,10168768227,Warehouse Operative,Indeed,OnTrac Final Mile,"Monroe Township, NJ",19.5,19.5,PayType.HOURLY,0,100,open
2026-06-15T11:21:39.934182-05:00,FLEX-26756,10168758778,Server,Indeed,Levy Restaurants,"Dallas, TX",18.0,25.0,PayType.HOURLY,1,,open
2026-06-15T11:21:37.721014-05:00,FLEX-26755,10168758777,Prep Cook,Indeed,Levy Restaurants,"Dallas, TX",18.0,18.0,PayType.HOURLY,1,100,open
2026-06-15T11:21:37.555135-05:00,FLEX-26754,10168757869,Line Cook,Indeed,Legends Hospitality,"Dallas , TX",17.0,17.0,PayType.HOURLY,0,100,open
2026-06-16T18:52:35.189977-05:00,FLEX-26753,10168756753,Warehouse Operative,Indeed,Indeed Flex Applications,"Romeoville, IL",18.9,18.9,PayType.HOURLY,0,300,auto-paused
2026-06-12T18:41:27.862279-05:00,FLEX-26750,10167232168,Concession Stand Worker,Indeed,Legends Hospitality,"Dallas, TX",17.0,17.0,PayType.HOURLY,14,300,open
2026-06-12T18:41:27.717001-05:00,FLEX-26749,10167232169,Server,Indeed,Indeed Flex Applications,"Atlanta, GA",17.0,17.0,PayType.HOURLY,18,200,open
2026-06-12T18:02:02.973198-05:00,FLEX-26748,10167217947,Server,Indeed,DC Flex,"Washington, DC, WA",37.5,37.5,PayType.HOURLY,0,,open
2026-06-12T18:02:02.897891-05:00,FLEX-26747,10167216575,Server,Indeed,DC Flex,"Washington, DC, WA",37.5,37.5,PayType.HOURLY,0,,open
2026-06-12T18:02:02.802975-05:00,FLEX-26746,10167210973,Server,Indeed,DC Flex,"Washington, DC, WA",37.5,37.5,PayType.HOURLY,48,,open
2026-06-15T12:19:16.396380-05:00,FLEX-26745,10167205824,Picker Packer,Indeed,"Stord, Inc","Dallas, TX",15.5,15.5,PayType.HOURLY,0,200,open
2026-06-15T12:18:12.914813-05:00,FLEX-26744,10167205369,Picker Packer,Indeed,"Stord, Inc","Dallas, TX",15.5,15.5,PayType.HOURLY,0,200,open
2026-06-15T12:16:17.912088-05:00,FLEX-26743,10167203771,Picker Packer,Indeed,"Stord, Inc","Dallas, TX",15.5,15.5,PayType.HOURLY,60,200,open
2026-06-12T16:51:28.168426-05:00,FLEX-26742,10167144497,Picker Packer,Indeed,Indeed Flex Applications,"Las Vegas, NV",16.25,18.0,PayType.HOURLY,1,,open
2026-06-12T16:51:28.022659-05:00,FLEX-26741,10167144498,Picker Packer,Indeed,Indeed Flex Applications,"Las Vegas, NV",16.25,18.0,PayType.HOURLY,0,,open
2026-06-12T16:51:27.825659-05:00,FLEX-26740,10167143542,Picker Packer,Indeed,Indeed Flex Applications,"Las Vegas, NV",16.25,18.0,PayType.HOURLY,138,,open
2026-06-12T16:11:30.769666-05:00,FLEX-26739,10167117614,Picker Packer,Indeed,Indeed Flex Applications,"Sparks, NV",19.5,21.5,PayType.HOURLY,0,,open
2026-06-12T16:11:30.618143-05:00,FLEX-26738,10167116966,Picker Packer,Indeed,Indeed Flex Applications,"Sparks, NV",19.5,21.5,PayType.HOURLY,0,,open
2026-06-12T16:11:30.400940-05:00,FLEX-26737,10167115684,Picker Packer,Indeed,Indeed Flex Applications,"Sparks, NV",19.5,21.5,PayType.HOURLY,20,,open
2026-06-12T14:57:05.902688-05:00,FLEX-26736,,Assembler,Indeed,Innomark Communications LLC,"West Chester, OH",14.0,14.0,PayType.HOURLY,0,440,closed
2026-06-12T14:57:05.888560-05:00,FLEX-26735,,Assembler,Indeed,Innomark Communications LLC,"West Chester, OH",14.0,14.0,PayType.HOURLY,0,440,closed
2026-06-12T14:57:05.875251-05:00,FLEX-26734,,Assembler,Indeed,Innomark Communications LLC,"West Chester, OH",14.0,14.0,PayType.HOURLY,0,440,closed
2026-06-12T14:32:01.016193-05:00,FLEX-26733,10167002763,Housekeeper,Indeed,World of Hyatt,"Atlanta, GA",17.0,17.0,PayType.HOURLY,37,,open
2026-06-12T08:41:49.269801-05:00,FLEX-26732,10166669148,Warehouse Operative,Indeed,Indeed Flex Applications,"Mt Juliet, TN",18.0,18.0,PayType.HOURLY,0,200,open
2026-06-12T08:41:49.034096-05:00,FLEX-26731,10166668508,Warehouse Operative,Indeed,Indeed Flex Applications,"Mt Juliet, TN",18.0,18.0,PayType.HOURLY,0,200,open
2026-06-12T08:04:46.266279-05:00,FLEX-26730,10166662806,Warehouse Operative,Indeed,Indeed Flex Applications,"Mt Juliet, TN",18.0,18.0,PayType.HOURLY,37,200,open
2026-06-16T22:34:58.345855-05:00,FLEX-26719,10165769229,Warehouse Operative,Indeed,Ryerson,"Carrolton, TX",20.0,20.0,PayType.HOURLY,50,50,auto-paused
2026-06-15T16:55:42.458004-05:00,FLEX-26718,10165694900,Hospitality General Labor,Indeed,Indeed Flex Applications,"Dallas, TX",17.0,21.25,PayType.HOURLY,13,100,closed
2026-06-15T16:55:40.968497-05:00,FLEX-26717,10165694354,Concession Stand Worker,Indeed,Legends Hospitality,"Dallas, TX",17.0,21.25,PayType.HOURLY,20,100,closed
2026-06-15T16:55:38.476727-05:00,FLEX-26716,10165693701,Hospitality Team lead,Indeed,Legends Hospitality,"Dallas, TX",21.25,21.25,PayType.HOURLY,11,100,closed
2026-06-11T14:52:28.060209-05:00,FLEX-26715,10165678027,Host,Indeed,Merritt Hospitality LLC,"Atlanta, GA",17.0,17.0,PayType.HOURLY,0,,open
2026-06-11T14:52:27.754723-05:00,FLEX-26714,10165678028,Host,Indeed,Merritt Hospitality LLC,"Atlanta, GA",19.0,19.0,PayType.HOURLY,0,,open
2026-06-16T16:13:18.760209-05:00,FLEX-26708,10164538297,Assembler,Indeed,Innomark Communications LLC,"West Chester, OH",14.0,14.0,PayType.HOURLY,0,440,closed
2026-06-16T16:13:17.112893-05:00,FLEX-26707,10164538294,Assembler,Indeed,Innomark Communications LLC,"West Chester, OH",14.0,14.0,PayType.HOURLY,0,440,closed
2026-06-16T16:13:15.769267-05:00,FLEX-26706,10164538295,Assembler,Indeed,Innomark Communications LLC,"West Chester, OH",14.0,14.0,PayType.HOURLY,26,440,closed
2026-06-15T11:23:00.266129-05:00,FLEX-26705,10164506153,Warehouse Operative,Indeed,OnTrac Final Mile,"South Brunswick, NJ",19.5,19.5,PayType.HOURLY,0,100,open
2026-06-15T11:21:13.824420-05:00,FLEX-26704,10164506152,Warehouse Operative,Indeed,OnTrac Final Mile,"South Brunswick, NJ",19.5,19.5,PayType.HOURLY,0,100,open
2026-06-15T11:22:07.210551-05:00,FLEX-26703,10164505364,Warehouse Operative,Indeed,OnTrac Final Mile,"South Brunswick, NJ",19.5,19.5,PayType.HOURLY,16,100,open
2026-06-10T15:42:27.388128-05:00,FLEX-26702,10164395940,Forklift Driver,Indeed,Johnstone Supply,"Lancaster, TX",19.0,19.0,PayType.HOURLY,0,,open
2026-06-10T15:42:27.230194-05:00,FLEX-26701,10164389922,Forklift Driver,Indeed,Johnstone Supply,"Lancaster, TX",19.0,19.0,PayType.HOURLY,0,,open
2026-06-10T15:42:27.030754-05:00,FLEX-26700,10164389860,Forklift Driver,Indeed,Johnstone Supply,"Lancaster, TX",19.0,19.0,PayType.HOURLY,27,,open
2026-06-16T17:03:24.045294-05:00,FLEX-26699,10164316512,Bartender,Indeed,DC Flex,"Washington, DC",28.0,28.0,PayType.HOURLY,2,60,closed
2026-06-16T17:03:24.032893-05:00,FLEX-26698,10164316514,Bartender,Indeed,DC Flex,"Washington, DC",28.0,28.0,PayType.HOURLY,0,60,closed
2026-06-16T17:03:24.017037-05:00,FLEX-26697,10164316513,Bartender,Indeed,DC Flex,"Washington, DC",28.0,28.0,PayType.HOURLY,9,60,closed
2026-06-16T16:38:51.365305-05:00,FLEX-26696,10164313754,Loader / Crew,Indeed,CORT,"Washington, DC, WA",17.0,17.0,PayType.HOURLY,0,200,closed
2026-06-16T16:38:51.353188-05:00,FLEX-26695,10164313753,Loader / Crew,Indeed,CORT,"Washington, DC, WA",17.0,17.0,PayType.HOURLY,33,200,closed
2026-06-16T16:38:51.343070-05:00,FLEX-26694,10164313752,Loader / Crew,Indeed,CORT,"Washington, DC, WA",17.0,17.0,PayType.HOURLY,0,200,closed
2026-06-16T16:38:51.332621-05:00,FLEX-26693,10164313750,Loader / Crew,Indeed,CORT,"Washington, DC, WA",17.0,17.0,PayType.HOURLY,0,200,closed
2026-06-16T16:38:51.320632-05:00,FLEX-26692,10164313751,Loader / Crew,Indeed,CORT,"Washington, DC, WA",17.0,17.0,PayType.HOURLY,0,200,closed
2026-06-12T14:57:05.862635-05:00,FLEX-26691,10164240897,Warehouse Operative,Indeed,OnTrac Final Mile,"Reno, NV",18.0,18.0,PayType.HOURLY,0,200,closed
2026-06-12T14:57:05.846733-05:00,FLEX-26690,10164240893,Warehouse Operative,Indeed,OnTrac Final Mile,"Reno, NV",18.0,18.0,PayType.HOURLY,8,200,closed
2026-06-12T14:57:05.829193-05:00,FLEX-26689,10164240898,Warehouse Operative,Indeed,OnTrac Final Mile,"Reno, NV",18.0,18.0,PayType.HOURLY,0,200,closed
2026-06-12T14:57:05.811312-05:00,FLEX-26688,10164240894,Warehouse Operative,Indeed,OnTrac Final Mile,"Reno, NV",18.0,18.0,PayType.HOURLY,0,200,closed
2026-06-11T14:32:32.798217-05:00,FLEX-26687,10164165041,Hospitality General Labor,Indeed,Levy Restaurants,"Chicago, IL",18.0,20.0,PayType.HOURLY,6,,auto-paused
2026-06-16T16:03:03.585498-05:00,FLEX-26686,10164160612,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,0,200,closed
2026-06-16T16:03:03.889388-05:00,FLEX-26685,10164160610,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,0,200,closed
2026-06-16T16:03:04.266242-05:00,FLEX-26684,10164160611,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,18,200,closed
2026-06-16T16:03:04.625730-05:00,FLEX-26683,10164157124,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,15,200,closed
2026-06-16T16:03:04.951119-05:00,FLEX-26682,10164157125,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,8,200,closed
2026-06-16T16:03:05.201436-05:00,FLEX-26681,10164157122,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,0,100,closed
2026-06-16T16:03:05.424769-05:00,FLEX-26680,10164157123,Warehouse Operative,Indeed,OnTrac Final Mile,"Paulsboro, NJ",17.5,18.5,PayType.HOURLY,0,100,closed
2026-06-12T15:41:51.643640-05:00,FLEX-26679,10164087211,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.25,16.25,PayType.HOURLY,0,320,closed
2026-06-12T15:41:51.618404-05:00,FLEX-26678,10164087208,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.25,16.25,PayType.HOURLY,0,320,closed
2026-06-12T15:41:51.593239-05:00,FLEX-26677,10164087210,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.25,16.25,PayType.HOURLY,32,320,closed
2026-06-12T15:41:51.573972-05:00,FLEX-26676,10164087209,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.26,16.26,PayType.HOURLY,0,320,closed
2026-06-12T15:41:51.543107-05:00,FLEX-26674,10164061023,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.25,16.25,PayType.HOURLY,1,320,closed
2026-06-12T15:41:51.517215-05:00,FLEX-26673,10164061022,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.25,16.25,PayType.HOURLY,0,320,closed
2026-06-12T15:41:51.490379-05:00,FLEX-26672,10164061024,Picker Packer,Indeed,"Stord, Inc","Las Vegas, NV",16.25,16.25,PayType.HOURLY,31,320,closed
2026-06-16T14:51:51.066839-05:00,FLEX-26670,10164052183,Loader / Crew,Indeed,CORT,"Las Vegas, NV",16.0,16.0,PayType.HOURLY,35,140,closed
2026-06-16T14:51:51.191504-05:00,FLEX-26669,10164052182,Loader / Crew,Indeed,CORT,"Las Vegas, NV",16.0,16.0,PayType.HOURLY,0,500,closed
2026-06-16T14:51:51.319003-05:00,FLEX-26668,10164049702,Loader / Crew,Indeed,CORT,"Las Vegas, NV",16.0,16.0,PayType.HOURLY,0,500,closed
2026-06-16T14:51:51.442035-05:00,FLEX-26667,10164049703,Loader / Crew,Indeed,CORT,"Las Vegas, NV",16.0,16.0,PayType.HOURLY,81,140,closed
2026-06-10T09:47:43.189073-05:00,FLEX-26666,10164042069,Loader / Crew,Indeed,CORT,"Orlando, FL",16.5,16.5,PayType.HOURLY,0,200,closed
